<<<<<<< HEAD:project I/rawData/entity_table_japan.csv
system_id,word,ner
14,東京,GPE
14,全日空控股,ORG
14,今天,DATE
14,全日空,ORG
14,樂桃航空,ORG
14,年秋天後,DATE
14,日本,GPE
14,富士新聞網,ORG
14,東南亞,LOC
14,大洋洲,LOC
14,全日空,ORG
14,樂桃,ORG
14,亞洲,LOC
14,日本,GPE
14,年月,DATE
14,日本放送協會,ORG
14,波音,ORG
14,日空,ORG
14,黃名璽,PERSON
14,劉學源,PERSON
14,成田機場,FAC
14,小時,TIME
14,兩,CARDINAL
14,台灣,GPE
14,台灣,GPE
15,台灣虎航,ORG
15,夏季,DATE
15,日本,GPE
15,東京,GPE
15,大阪,GPE
15,日本,NORP
15,日式,GPE
15,台灣虎航,ORG
15,夏季,DATE
16,上午,TIME
16,新宿,GPE
16,當天下午,TIME
16,吉田,PERSON
16,富士山,LOC
16,當天,DATE
16,東京,GPE
16,千葉,GPE
16,下午,TIME
16,富士山,LOC
17,仙台市,GPE
17,五周末,DATE
17,東京,GPE
17,仙台,GPE
17,仙台,GPE
17,仙台車站,FAC
17,三,CARDINAL
17,仙台車站,FAC
17,分鐘,TIME
17,仙台,GPE
17,仙台,GPE
17,兩,CARDINAL
17,台灣,GPE
18,東京,GPE
18,は年,DATE
18,東京都,GPE
18,るた,GPE
18,め年月日,DATE
19,北海道,GPE
19,新千歲,DATE
19,札幌,GPE
20,二月初週末,DATE
20,東京栃木縣,GPE
20,赤沼石,GPE
20,楠花橋,LOC
20,中禪寺湖,LOC
20,冬天,DATE
20,禪寺湖,LOC
20,秋天,DATE
20,冬天,DATE
20,庵滝氷瀑,LOC
20,前天,DATE
20,五個小時,TIME
20,赤沼,LOC
20,中禪寺湖,LOC
20,中禪寺湖,LOC
20,冬天,DATE
20,冬天,DATE
20,華嚴,LOC
20,冬天,DATE
20,冬天,DATE
21,東京,GPE
21,金土日,PERSON
21,中午,TIME
21,兩個小時,TIME
21,年月,DATE
21,這幾天,DATE
21,日本,GPE
21,小傳馬町,LOC
21,快百多,CARDINAL
21,下午,TIME
21,下午,TIME
21,中午,TIME
21,早午,TIME
21,拉裡,PERSON
21,佛卡夏,PERSON
21,謝爾頓,PERSON
21,日本,GPE
22,日本,NORP
22,台灣,GPE
22,日本,GPE
23,羽田機場,FAC
23,下午,TIME
23,前幾天,DATE
23,日本,GPE
23,小松,GPE
23,北陸地區,LOC
23,東京,GPE
23,今天,DATE
23,東京都,GPE
23,富士山,LOC
23,個小時,TIME
23,上午時段,TIME
23,大早,TIME
23,日本,NORP
23,小松機場,FAC
23,小松機場,FAC
23,兩,CARDINAL
23,小松機場,FAC
23,長榮航空,ORG
23,長榮航空,ORG
23,台北,GPE
23,小松機場,FAC
23,的分鐘,TIME
23,富士山,LOC
23,飛驒山脈,LOC
23,駿河灣,LOC
23,富士山,LOC
23,東京,GPE
23,小松,PERSON
24,大阪府,GPE
24,大阪市,GPE
24,晚上,TIME
24,兩個小時,TIME
24,年月,DATE
24,年的夏天,DATE
24,夏天,DATE
24,阪京都,PERSON
24,幾天,DATE
24,關西,LOC
24,兩年,DATE
24,第次,ORDINAL
24,台灣,LOC
24,夏天,DATE
24,湯,PERSON
24,兩,CARDINAL
24,美國,GPE
24,早上,TIME
24,大阪,GPE
25,日本,GPE
25,北海道,GPE
25,希爾頓酒店,FAC
25,新雪谷二世谷希爾頓酒店,FAC
25,賴,PERSON
25,日本,GPE
25,北海道,GPE
25,三,CARDINAL
25,第天,DATE
25,函館,GPE
25,隔天,DATE
25,大沼國,GPE
25,晚上,TIME
25,分鐘,TIME
25,這兩天,DATE
25,希爾頓二世谷飯店,ORG
25,希爾頓二世谷酒店,FAC
25,羊蹄山,LOC
25,北海道飯店,FAC
25,兩,CARDINAL
25,兩,CARDINAL
25,兩,CARDINAL
25,四,CARDINAL
25,張打卡,PERSON
25,兩,CARDINAL
25,三寶,PRODUCT
25,希爾頓飯店,FAC
25,冬天,DATE
25,日式,NORP
25,美式,NORP
25,九,CARDINAL
25,昨天,DATE
25,二世谷希爾頓,PERSON
25,三,CARDINAL
25,冬天,DATE
25,張開心,PERSON
25,谷希爾頓,PERSON
25,夏天,DATE
25,晚上,TIME
25,泡湯區,FAC
25,北海道,GPE
25,晚上,TIME
25,北海道,GPE
25,夏天,DATE
25,夏天,DATE
25,日本,GPE
25,希爾頓飯店,ORG
25,希爾頓飯店,ORG
25,羊蹄山,LOC
26,日本,GPE
26,北海道,GPE
26,星野渡假村,FAC
26,日本,GPE
26,北海道,GPE
26,星野渡假村,FAC
26,賴,PERSON
26,日本,GPE
26,北海道飯店,FAC
26,函館,GPE
26,希爾頓,GPE
26,兩,CARDINAL
26,第四晚,TIME
26,第三,ORDINAL
26,野度假村,FAC
26,札幌,GPE
26,星野度假村,FAC
26,今日,DATE
26,北海,GPE
26,星野渡假村,FAC
26,北海道,GPE
26,星野度假村,FAC
26,兩,CARDINAL
26,兩,CARDINAL
26,雲海雲台,LOC
26,冬天,DATE
26,夏天,DATE
26,東京巨蛋,FAC
26,大安森林公園,FAC
26,第次,ORDINAL
26,北海道,GPE
26,上小時,TIME
26,四歲,DATE
26,今天,DATE
26,四歲,DATE
26,明天,DATE
26,今日,DATE
26,雲海,LOC
26,雲海,LOC
26,張開心,PERSON
26,北海道,GPE
26,三,CARDINAL
26,約小時,TIME
26,今日,DATE
26,今天,DATE
26,三寶,GPE
26,快九點,TIME
26,夏天,DATE
26,日本,GPE
26,北海道,GPE
26,怡,PERSON
26,三,CARDINAL
26,三,CARDINAL
26,拉麵,PRODUCT
26,輕井澤王子飯店,FAC
26,日式,NORP
26,三,CARDINAL
26,北海道,GPE
26,星野度假村,FAC
27,柯南,PERSON
27,四,CARDINAL
27,週五週末,DATE
28,昨天,DATE
28,日本氣象廳,ORG
28,東京,GPE
28,福岡,GPE
28,第次,ORDINAL
28,當年,DATE
28,數十年,DATE
28,今年,DATE
28,第三,ORDINAL
28,今年,DATE
28,日,GPE
28,今年,DATE
28,去年,DATE
28,代代木公園,FAC
28,過去幾年,DATE
28,日本,GPE
28,這幾天,DATE
28,明年,DATE
28,東京,GPE
28,澀谷都立大學,ORG
28,東京工業大學,FAC
28,小石川,LOC
28,東京工業大學校園,FAC
28,都立大學站,FAC
28,神社,FAC
29,日本大阪,GPE
29,三,CARDINAL
29,三天,DATE
29,年初,DATE
30,東京,GPE
30,週日,DATE
30,中午,TIME
30,四個小時,TIME
30,友善二郎,PERSON
30,年月,DATE
30,這個月,DATE
30,第四,ORDINAL
30,今年,DATE
30,高麗,GPE
30,蒙古二郎,PERSON
30,二郎,PERSON
31,日本,GPE
31,北海道,GPE
31,阿寒湖莊,GPE
31,日本,GPE
31,賴,PERSON
31,北海道,GPE
31,星野度假村,FAC
31,今日,DATE
31,阿寒湖莊飯店,FAC
31,阿寒湖,LOC
31,北海道,GPE
31,阿寒湖,LOC
31,天皇,PERSON
31,阿寒湖,LOC
31,貴賓,PERSON
31,今日,DATE
31,阿寒湖,LOC
31,張開心,PERSON
31,阿寒湖莊,GPE
31,阿寒湖莊,FAC
31,三,CARDINAL
31,三,CARDINAL
31,兩,CARDINAL
31,兩,CARDINAL
31,三,CARDINAL
31,日本,GPE
31,米亞,PERSON
31,晚上,TIME
31,四,CARDINAL
31,三,CARDINAL
31,兩,CARDINAL
31,鹿鳴之湯,PERSON
31,台灣,GPE
31,湯池,LOC
31,東京,GPE
31,東京,GPE
31,函館,GPE
31,北斗飯店,FAC
31,東京,GPE
31,阿寒湖莊飯店,FAC
31,四,CARDINAL
31,三,CARDINAL
31,仙台皇家公園飯店,FAC
31,三,CARDINAL
31,三,CARDINAL
31,二,ORDINAL
31,五,CARDINAL
31,下午三點到晚上八點,TIME
31,今天,DATE
31,阿寒湖,LOC
31,阿寒湖莊飯店,FAC
31,推薦好飯店,FAC
32,東京,GPE
32,清澄白河,LOC
32,東京,GPE
32,日幣,MONEY
32,下午,TIME
32,清澄白河,LOC
32,年月,DATE
32,五六年,DATE
32,清澄白河,LOC
32,日本,GPE
32,紐西蘭,GPE
32,日本,NORP
32,台式,NORP
32,日本,GPE
32,紐西蘭,GPE
32,清澄白河,LOC
32,清澄白河,LOC
33,函館拉根特飯店,FAC
33,日本,GPE
33,函館拉根特飯店,FAC
33,日本,GPE
33,賴,PERSON
33,暑假,DATE
33,北海道,GPE
33,函館,GPE
33,阿寒湖,LOC
33,明晚,TIME
33,三,CARDINAL
33,東京,GPE
33,迪士尼,FAC
33,這間年,DATE
33,函館,GPE
33,下午,TIME
33,三寶,GPE
33,南千歲,DATE
33,晚上,TIME
33,南千歲,DATE
33,函館北斗站,FAC
33,今日,DATE
33,函館,GPE
33,北斗飯店,FAC
33,週六晚上,TIME
33,函館北斗站,FAC
33,二,CARDINAL
33,今日,DATE
33,兩,CARDINAL
33,三,CARDINAL
33,東京,GPE
33,函館北斗站,FAC
33,北湯路,FAC
33,早上,TIME
33,下午點,TIME
33,凌晨點,TIME
33,新函館北斗站,FAC
33,北海道,GPE
33,廣拉斯根特飯店,FAC
33,東京,GPE
33,兩,CARDINAL
33,兩,CARDINAL
33,日本,NORP
34,熊谷櫻堤,FAC
34,東京,GPE
34,埼玉縣,GPE
34,熊谷,GPE
34,熊谷車站,FAC
34,東京車站,FAC
34,東京,GPE
34,東京廣域,GPE
34,東京,GPE
34,個小時,TIME
34,熊谷,GPE
34,熊谷,GPE
34,東京,GPE
34,日本,GPE
34,荒川河,LOC
34,春天,DATE
34,兩,CARDINAL
34,熊谷車站,FAC
34,熊谷櫻堤,LOC
34,東京,GPE
34,荒川,LOC
34,禮拜六的早上,TIME
34,東京,GPE
34,週六週日,DATE
34,熊谷櫻堤,LOC
34,熊谷櫻堤,FAC
34,張櫻花,PERSON
35,東京,GPE
35,日幣,MONEY
35,晚上,TIME
35,二個小時,TIME
35,日,GPE
35,年月,DATE
35,清澄白河,LOC
35,澄白河,LOC
35,東京清澄二樓,FAC
35,漢堡,GPE
35,漢堡,GPE
35,漢堡,GPE
35,兩,CARDINAL
35,漢堡,GPE
35,漢堡,GPE
35,兩,CARDINAL
35,傍晚,TIME
35,入夜,TIME
35,清澄白河,LOC
36,第三,ORDINAL
36,歸納,PERSON
36,今天,DATE
36,六,CARDINAL
36,東京鐵塔,FAC
36,富士山,LOC
36,清二楚,CARDINAL
36,今天,DATE
36,今天,DATE
36,兩個多小時,TIME
36,四個多小時,TIME
36,瀨長島,LOC
36,瀨長島,LOC
36,日本,GPE
36,沖繩,GPE
36,攝氏溫度度,QUANTITY
36,沖繩,GPE
36,當天,DATE
36,今天,DATE
37,聖瑞吉飯店,FAC
37,萬豪集團,ORG
37,日本,GPE
37,大阪,GPE
37,前幾天,DATE
37,新加坡,GPE
37,關西,GPE
37,前天,DATE
37,聖瑞吉,PERSON
37,深夜,TIME
37,聖瑞吉,PERSON
37,好幾年,DATE
37,武漢,GPE
37,日本,GPE
37,聖瑞吉,PERSON
37,聖瑞吉,PERSON
38,兩個月,DATE
38,三,CARDINAL
38,京都,GPE
38,兩,CARDINAL
38,大阪,GPE
38,京阪,GPE
38,京都,GPE
38,京都,GPE
38,日文,LANGUAGE
38,日文,LANGUAGE
38,日本人,NORP
38,深夜,TIME
38,フ,CARDINAL
38,東京,GPE
38,京都大阪,GPE
38,平方米,QUANTITY
38,兩,CARDINAL
38,日本,NORP
38,四,CARDINAL
38,晚上,TIME
38,英文,LANGUAGE
38,日文,LANGUAGE
38,京都,GPE
39,長崎市,GPE
39,中華街,GPE
39,唐人,NORP
39,年月年月,DATE
39,中華街,LOC
39,江戶時代,DATE
39,長崎,GPE
39,華商,NORP
39,江戶時期,DATE
39,中國,GPE
39,日本,GPE
39,中國,NORP
39,荷蘭,GPE
39,島,LOC
39,中華街,LOC
39,江戶時期,DATE
39,華商,NORP
39,唐人,NORP
39,華人,NORP
39,今日,DATE
39,江戶時期,DATE
39,中國,GPE
39,日本,GPE
39,中國,GPE
39,室町幕府時代,DATE
39,中國,GPE
39,明朝,DATE
39,中,GPE
39,日,GPE
39,明朝,DATE
39,日本,GPE
39,明朝,DATE
39,鄭芝龍,PERSON
39,鄭成功,PERSON
39,歐洲,LOC
39,東亞,LOC
39,江戶幕府,ORG
39,中國,GPE
39,中,GPE
39,天主教,ORG
39,第三,ORDINAL
39,德川家光,PERSON
39,日本人,NORP
39,中,GPE
39,日,GPE
39,長崎,GPE
39,荷蘭,GPE
39,長崎,GPE
39,中國,GPE
39,荷蘭出島,LOC
39,中國,GPE
39,中國,GPE
39,長崎,GPE
39,中國,NORP
39,天主教,NORP
39,荷蘭,GPE
39,中國,NORP
39,長崎,NORP
39,島,LOC
39,中國,NORP
39,中國,NORP
39,荷蘭大,PERSON
39,荷蘭,GPE
39,荷蘭人,NORP
39,中國人,NORP
39,唐人,NORP
39,二,CARDINAL
39,中國,NORP
39,唐人,NORP
39,中國式,GPE
39,興福寺,ORG
39,唐人,NORP
39,中國,GPE
39,中國,GPE
39,天后宮,FAC
39,土神堂,FAC
39,天后堂,FAC
39,江戶時代,DATE
39,中國,GPE
39,年長崎市區,LOC
39,中國,GPE
39,中國,NORP
39,中國,GPE
39,江戶時期,DATE
39,長崎,GPE
39,中國,GPE
39,長崎,NORP
39,中國,GPE
39,中國語,LANGUAGE
39,中國,NORP
39,中國語,LANGUAGE
39,荷蘭語,LANGUAGE
39,荷蘭語,LANGUAGE
39,中國語,LANGUAGE
39,中國,GPE
39,日本人,NORP
39,中國,GPE
39,日,GPE
39,中,GPE
39,中國,GPE
39,荷蘭,GPE
39,鄭芝龍,PERSON
39,鄭成功,PERSON
39,日本,GPE
39,中國,GPE
39,中國,GPE
39,中國語,LANGUAGE
39,聖母瑪利亞,PERSON
39,天主教,ORG
39,中國,NORP
39,媽祖,GPE
39,媽祖,GPE
39,天后堂,FAC
39,中,GPE
39,中國,NORP
39,長崎,GPE
39,媽祖,GPE
39,江戶時代,DATE
39,中國,GPE
39,荷蘭,GPE
39,長崎,GPE
39,中國,GPE
39,華商,NORP
39,中國,NORP
39,唐人,NORP
39,華商,NORP
39,中國,GPE
39,長崎,GPE
39,華人,NORP
39,至七成,CARDINAL
39,近代,DATE
39,長崎,GPE
39,華人,NORP
39,華商,NORP
39,華商,NORP
39,歐,NORP
39,美,NORP
39,日本,GPE
39,中國,GPE
39,東南亞,LOC
39,日商,NORP
39,長崎,GPE
39,長崎,GPE
39,華人,NORP
39,三江,GPE
39,福建,GPE
39,廣東,NORP
39,三江,GPE
39,福建,GPE
39,廣東幫,ORG
39,長崎,GPE
39,閩會館,FAC
39,福建,GPE
39,日本,GPE
39,福建會館,FAC
39,福建,GPE
39,長崎,GPE
39,泰昌號,ORG
39,昌號,PERSON
39,金門,GPE
39,海澄,GPE
39,金門,GPE
39,黃,PERSON
39,陳,PERSON
39,海澄蕭,PERSON
39,泰昌號,PERSON
39,陳國樑瑞椿,PERSON
39,泰昌號,ORG
39,長崎,GPE
39,陳,PERSON
39,陳世望年,PERSON
39,金門,GPE
39,長崎,GPE
39,神戶,GPE
39,中國,GPE
39,臺灣,GPE
39,東南亞,LOC
39,臺灣,GPE
39,第次世界大戰,EVENT
39,中,GPE
39,日,GPE
39,華商,NORP
39,陳世望,PERSON
39,長崎,GPE
39,福建幫,ORG
39,崎中華總商會,ORG
39,長崎時,PERSON
39,華僑學校,ORG
39,清末,DATE
39,清朝,DATE
39,長崎,GPE
39,福建省,GPE
39,日本,GPE
39,中國紅十字會,ORG
39,日本,GPE
39,掖濟會,ORG
39,近代,DATE
39,中,GPE
39,日,GPE
39,長崎,GPE
39,中,GPE
39,日,GPE
39,中國領事館,FAC
39,華人,NORP
39,華商,NORP
39,陳世望,PERSON
39,二戰,EVENT
39,華人,NORP
39,中共,ORG
39,日本,GPE
39,中國,GPE
39,崎華僑,NORP
39,中華料理店,ORG
39,中華料理店,ORG
39,ちゃん,GPE
39,中華,NORP
39,長崎,GPE
39,華僑,NORP
39,中,GPE
39,日,GPE
39,長崎,GPE
39,華僑,NORP
39,日本,GPE
39,中文,LANGUAGE
39,日本,GPE
39,華僑,NORP
39,年代日,DATE
39,福建省,GPE
39,福州市,GPE
39,長崎市,GPE
39,中國,GPE
39,長崎中國領事館,ORG
39,長崎唯,PERSON
39,孔子廟,FAC
39,中國歷代博物館,ORG
39,長崎,GPE
39,近年,DATE
39,長崎,GPE
39,孔子廟中華街,FAC
39,長崎燈會,EVENT
39,長崎,GPE
39,中國,GPE
39,長崎,GPE
39,中華街,FAC
39,中華街,LOC
39,橫濱神戶,GPE
39,三,CARDINAL
39,中華街,LOC
39,四方街口,FAC
39,四,CARDINAL
39,福州市,GPE
39,中國,GPE
39,中華,GPE
39,中國風,GPE
39,長崎,GPE
39,中華街,LOC
39,中國,NORP
39,中華,NORP
39,ちゃん,GPE
39,長崎中華街,LOC
39,四海樓,ORG
39,陳平順,PERSON
39,中國,GPE
39,日本,GPE
39,中華,NORP
39,日本,GPE
39,中華,GPE
39,唐人屋敷跡,PERSON
39,唐人,NORP
39,江戶時期,DATE
39,唐人,NORP
39,華商,NORP
39,中華街,LOC
39,長崎,GPE
39,土神堂天后堂,FAC
39,觀音堂,FAC
39,二戰,EVENT
39,長崎市,GPE
39,土神堂,FAC
39,江戶時代,DATE
39,天后堂,FAC
39,江戶時代,DATE
39,媽祖,GPE
39,兩,CARDINAL
39,土神堂,FAC
39,長崎市,GPE
39,唐人屋敷跡,PERSON
39,福建會館,FAC
39,長崎福建,GPE
39,八閩會館,FAC
39,天后堂,FAC
39,兩,CARDINAL
39,天后堂,ORG
39,上海,GPE
39,孫文,PERSON
39,孫文,PERSON
39,長崎,GPE
39,孫文,PERSON
39,長崎,GPE
39,長崎,GPE
39,梅屋庄吉,PERSON
39,陳世望,PERSON
39,許紫芬,PERSON
39,中國,NORP
39,崎華商,ORG
39,中研院,ORG
39,朱德蘭,PERSON
39,長崎,GPE
39,臺灣,GPE
39,長崎,GPE
39,金門,GPE
39,長崎,GPE
39,陳,PERSON
39,幾年前,DATE
39,中研院臺灣史研究所,ORG
39,長崎,GPE
39,中研院,ORG
39,中研院,ORG
40,日本,GPE
40,兩天,DATE
40,溫泉旅館,FAC
40,京都,GPE
40,嵐山,LOC
40,琵琶湖,LOC
40,京都,GPE
40,兩天,DATE
40,東京,GPE
40,米其林,ORG
40,大阪,GPE
40,大阪,GPE
40,家米其林餐廳,FAC
40,半夜,TIME
40,多年,DATE
40,大阪人,NORP
40,壽司牛丼,PRODUCT
40,這周三,DATE
40,日本,GPE
40,半,CARDINAL
40,兩,CARDINAL
40,倆,CARDINAL
40,大阪,GPE
41,日本,GPE
41,東京灣希爾頓飯店,FAC
41,日本,GPE
41,東京灣希爾頓飯店,FAC
41,日本,GPE
41,海陽,GPE
41,三,CARDINAL
41,三,CARDINAL
41,日本,GPE
41,北海道,GPE
41,東京迪士尼,ORG
41,東京,GPE
41,希爾頓飯店,FAC
41,北海道北斗'廣場飯店飯店,FAC
41,北海道,GPE
41,東京,GPE
41,迪士尼,ORG
41,北海道,GPE
41,東京,GPE
41,大阪,GPE
41,亞航,ORG
41,台北,GPE
41,東京灣,LOC
41,希爾頓飯店,FAC
41,迪士尼度假區,FAC
41,迪士尼,FAC
41,希爾頓品牌,ORG
41,中午,TIME
41,仙台,GPE
41,秋田新,PERSON
41,東京站,LOC
41,京葉線,FAC
41,舞濱站,FAC
41,今日,DATE
41,東京灣希爾頓飯店,FAC
41,迪士尼公認飯店,FAC
41,迪士尼,ORG
41,ＪＲ舞濱站,FAC
41,士尼,PERSON
41,迪士尼海洋站,FAC
41,三,CARDINAL
41,三,CARDINAL
41,約坪,PERSON
41,今日,DATE
41,三,CARDINAL
41,迪士尼海洋,LOC
41,三,CARDINAL
41,兩,CARDINAL
41,三,CARDINAL
41,三,CARDINAL
41,美美,NORP
41,東京灣,LOC
41,三寶,CARDINAL
41,迪士尼,ORG
41,三,CARDINAL
41,迪士尼,FAC
41,今天,DATE
41,二,ORDINAL
41,北海道,GPE
41,希爾頓東京灣飯店,FAC
41,三,CARDINAL
41,東京迪士尼,ORG
41,三,CARDINAL
41,東京灣,LOC
41,迪士尼,ORG
41,迪士尼,FAC
42,日本,GPE
42,年底,DATE
42,日本,GPE
42,年底,DATE
42,金澤,GPE
42,金澤飯店,FAC
42,隔天,DATE
42,二,CARDINAL
42,二,ORDINAL
42,晚上,TIME
42,日本,NORP
42,金澤市區,GPE
42,長町武家屋敷跡,FAC
42,夜晚,TIME
42,金澤,GPE
42,金澤九谷,WORK_OF_ART
42,阿,GPE
42,冬天,DATE
42,二,ORDINAL
42,二,CARDINAL
42,金澤,PERSON
42,日本,NORP
42,金澤,GPE
42,兩,CARDINAL
42,日本,NORP
42,日本,NORP
42,李包包,PERSON
42,這幾年,DATE
42,富士山,LOC
42,金澤,GPE
42,金澤,GPE
42,第次,ORDINAL
42,第次,ORDINAL
42,金澤,GPE
42,早上點,TIME
42,晚上點,TIME
42,二,ORDINAL
42,夜晚,TIME
42,金澤,PERSON
42,中,LANGUAGE
42,英文,LANGUAGE
42,金澤,GPE
42,金沢,PERSON
42,地址〒,GPE
42,石川県,GPE
42,金沢市,GPE
43,東京,GPE
43,晚上,TIME
43,三個小時,TIME
43,年月,DATE
43,東京,GPE
43,兩,CARDINAL
43,法式,NORP
43,晚上,TIME
43,兩,CARDINAL
43,兩,CARDINAL
44,東京,GPE
